sample,frame_nr,latency [ms]
5.0,0.0,47.752
5.0,1.0,0.328
5.0,2.0,46.502
5.0,3.0,47.730000000000004
5.0,4.0,47.72
5.0,5.0,46.511
5.0,6.0,47.743
5.0,7.0,0.327
5.0,8.0,0.315
5.0,9.0,47.701
5.0,10.0,47.744
5.0,11.0,47.726
5.0,12.0,47.744
5.0,13.0,47.729
5.0,14.0,47.667
5.0,15.0,46.506
5.0,16.0,47.723
5.0,17.0,47.730000000000004
5.0,18.0,47.732
5.0,19.0,47.769
5.0,20.0,47.672000000000004
5.0,21.0,47.737
5.0,22.0,46.485
5.0,23.0,47.742000000000004
5.0,24.0,47.741
5.0,25.0,47.707
5.0,26.0,47.686
5.0,27.0,47.735
5.0,28.0,46.496
5.0,29.0,47.752
5.0,30.0,47.732
5.0,31.0,47.656
5.0,32.0,46.445
5.0,33.0,47.763
5.0,34.0,47.738
5.0,35.0,46.503
5.0,36.0,47.739000000000004
5.0,37.0,47.656
5.0,38.0,47.754
5.0,39.0,46.501
5.0,40.0,47.74
5.0,41.0,47.732
5.0,42.0,46.441
5.0,43.0,47.679
5.0,44.0,47.728
5.0,45.0,46.553000000000004
5.0,46.0,47.753
5.0,47.0,47.738
5.0,48.0,47.675000000000004
5.0,49.0,46.502
5.0,50.0,47.747
5.0,51.0,47.736000000000004
5.0,52.0,46.501
5.0,53.0,47.677
5.0,54.0,47.683
5.0,55.0,46.5
5.0,56.0,47.743
5.0,57.0,47.734
5.0,58.0,47.739000000000004
5.0,59.0,46.436
5.0,60.0,47.735
5.0,61.0,47.958
5.0,62.0,46.511
5.0,63.0,0.326
5.0,64.0,0.325
5.0,65.0,46.448
5.0,66.0,47.728
5.0,67.0,47.742000000000004
5.0,68.0,47.732
5.0,69.0,46.462
5.0,70.0,47.697
5.0,71.0,47.681000000000004
5.0,72.0,46.504
5.0,73.0,47.745
5.0,74.0,47.733000000000004
5.0,75.0,47.703
5.0,76.0,47.689
5.0,77.0,47.743
5.0,78.0,47.735
5.0,79.0,46.494
5.0,80.0,47.751
5.0,81.0,47.734
5.0,82.0,47.673
5.0,83.0,46.506
5.0,84.0,47.828
5.0,85.0,0.322
5.0,86.0,47.754
5.0,87.0,47.672000000000004
5.0,88.0,46.536
5.0,89.0,47.759
5.0,90.0,47.748
5.0,91.0,47.721000000000004
5.0,92.0,47.733000000000004
5.0,93.0,0.321
5.0,94.0,47.745
5.0,95.0,47.722
5.0,96.0,46.503
5.0,97.0,47.747
5.0,98.0,47.727000000000004
5.0,99.0,0.311
5.0,100.0,47.744
5.0,101.0,47.741
5.0,102.0,47.709
5.0,103.0,46.495
5.0,104.0,47.687
5.0,105.0,47.685
5.0,106.0,46.507
5.0,107.0,47.995000000000005
5.0,108.0,0.333
5.0,109.0,46.501
5.0,110.0,47.7
5.0,111.0,47.7
5.0,112.0,46.506
5.0,113.0,47.754
5.0,114.0,47.962
5.0,115.0,47.81
5.0,116.0,46.441
5.0,117.0,47.803000000000004
5.0,118.0,47.734
5.0,119.0,47.737
5.0,120.0,46.502
5.0,121.0,47.679
5.0,122.0,47.735
5.0,123.0,0.315
5.0,124.0,47.755
5.0,125.0,47.751
5.0,126.0,46.513
5.0,127.0,47.689
5.0,128.0,47.745
5.0,129.0,47.732
5.0,130.0,46.492000000000004
5.0,131.0,47.745
5.0,132.0,47.671
5.0,133.0,46.502
5.0,134.0,47.748
5.0,135.0,47.715
5.0,136.0,47.733000000000004
5.0,137.0,47.752
5.0,138.0,47.749
5.0,139.0,47.68
5.0,140.0,46.506
5.0,141.0,47.751
5.0,142.0,47.752
5.0,143.0,47.727000000000004
5.0,144.0,47.687
5.0,145.0,47.697
5.0,146.0,47.732
5.0,147.0,47.723
5.0,148.0,47.736000000000004
5.0,149.0,47.671
5.0,150.0,0.313
5.0,151.0,47.685
5.0,152.0,47.74
5.0,153.0,47.745
5.0,154.0,46.53
5.0,155.0,47.683
5.0,156.0,47.704
5.0,157.0,47.751
5.0,158.0,47.756
5.0,159.0,47.734
5.0,160.0,46.44
5.0,161.0,47.682
5.0,162.0,47.737
5.0,163.0,46.487
5.0,164.0,47.738
5.0,165.0,47.751
5.0,166.0,47.644
5.0,167.0,46.488
5.0,168.0,47.748
5.0,169.0,47.733000000000004
5.0,170.0,46.501
5.0,171.0,47.749
5.0,172.0,47.674
5.0,173.0,47.852000000000004
5.0,174.0,46.504
5.0,175.0,47.828
5.0,176.0,47.696
5.0,177.0,47.694
5.0,178.0,47.729
5.0,179.0,47.843
5.0,180.0,46.504
5.0,181.0,47.751
5.0,182.0,47.745
5.0,183.0,47.669000000000004
5.0,184.0,46.501
5.0,185.0,47.755
5.0,186.0,47.829
5.0,187.0,46.504
5.0,188.0,47.75
5.0,189.0,47.676
5.0,190.0,46.504
5.0,191.0,47.749
5.0,192.0,47.724000000000004
5.0,193.0,47.715
5.0,194.0,46.446
5.0,195.0,47.65
5.0,196.0,47.728
5.0,197.0,47.729
5.0,198.0,46.494
5.0,199.0,47.724000000000004
5.0,200.0,0.315
5.0,201.0,47.739000000000004
5.0,202.0,47.919000000000004
5.0,203.0,47.772
5.0,204.0,46.495
5.0,205.0,47.722
5.0,206.0,47.663000000000004
5.0,207.0,46.499
5.0,208.0,0.33
5.0,209.0,47.734
5.0,210.0,47.713
5.0,211.0,46.437
5.0,212.0,47.727000000000004
5.0,213.0,47.749
5.0,214.0,46.491
5.0,215.0,47.713
5.0,216.0,47.706
5.0,217.0,46.412
5.0,218.0,47.732
5.0,219.0,47.993
5.0,220.0,47.708
5.0,221.0,46.493
5.0,222.0,47.914
5.0,223.0,47.651
5.0,224.0,47.675000000000004
5.0,225.0,46.477000000000004
5.0,226.0,47.709
5.0,227.0,46.499
5.0,228.0,47.705
5.0,229.0,47.732
5.0,230.0,47.722
5.0,231.0,46.465
5.0,232.0,47.721000000000004
5.0,233.0,47.737
5.0,234.0,47.808
5.0,235.0,46.484
5.0,236.0,47.732
5.0,237.0,47.734
5.0,238.0,47.739000000000004
5.0,239.0,47.698
5.0,240.0,47.653
5.0,241.0,46.426
5.0,242.0,47.759
5.0,243.0,47.701
5.0,244.0,47.729
5.0,245.0,46.448
5.0,246.0,47.711
5.0,247.0,47.837
5.0,248.0,46.506
5.0,249.0,47.742000000000004
5.0,250.0,47.731
5.0,251.0,46.446
5.0,252.0,47.743
5.0,253.0,0.336
5.0,254.0,47.712
5.0,255.0,47.735
5.0,256.0,47.68
5.0,257.0,47.67
5.0,258.0,46.508
5.0,259.0,47.857
5.0,260.0,47.732
5.0,261.0,46.566
5.0,262.0,47.712
5.0,263.0,47.756
5.0,264.0,47.709
5.0,265.0,46.482
5.0,266.0,47.744
5.0,267.0,47.735
5.0,268.0,46.449
5.0,269.0,47.744
5.0,270.0,47.944
5.0,271.0,47.725
5.0,272.0,47.751
5.0,273.0,47.674
5.0,274.0,47.722
5.0,275.0,46.501
5.0,276.0,47.738
5.0,277.0,47.733000000000004
5.0,278.0,46.505
5.0,279.0,47.673
5.0,280.0,47.739000000000004
5.0,281.0,46.512
5.0,282.0,46.507
5.0,283.0,47.739000000000004
5.0,284.0,47.668
5.0,285.0,46.503
5.0,286.0,47.745
5.0,287.0,47.71
5.0,288.0,47.733000000000004
5.0,289.0,46.508
5.0,290.0,47.679
5.0,291.0,47.737
5.0,292.0,46.507
5.0,293.0,47.743
5.0,294.0,47.738
5.0,295.0,46.498
5.0,296.0,47.692
5.0,297.0,47.735
5.0,298.0,46.51
5.0,299.0,47.773
5.0,300.0,47.731
5.0,301.0,47.679
5.0,302.0,47.669000000000004
5.0,303.0,46.494
5.0,304.0,47.743
5.0,305.0,46.514
5.0,306.0,47.742000000000004
5.0,307.0,47.677
5.0,308.0,46.452
5.0,309.0,47.737
5.0,310.0,47.731
5.0,311.0,47.731
5.0,312.0,46.501
5.0,313.0,47.685
5.0,314.0,47.742000000000004
5.0,315.0,47.733000000000004
5.0,316.0,46.502
5.0,317.0,47.738
5.0,318.0,47.667
5.0,319.0,46.489000000000004
5.0,320.0,47.741
5.0,321.0,47.729
5.0,322.0,46.506
5.0,323.0,47.75
5.0,324.0,47.673
5.0,325.0,47.736000000000004
5.0,326.0,46.506
5.0,327.0,47.71
5.0,328.0,47.733000000000004
5.0,329.0,46.506
5.0,330.0,47.681000000000004
5.0,331.0,47.741
5.0,332.0,46.509
5.0,333.0,47.749
5.0,334.0,47.743
5.0,335.0,47.691
5.0,336.0,46.497
5.0,337.0,47.730000000000004
5.0,338.0,47.727000000000004
5.0,339.0,46.454
5.0,340.0,47.744
5.0,341.0,47.672000000000004
5.0,342.0,46.508
5.0,343.0,47.745
5.0,344.0,47.741
5.0,345.0,47.735
5.0,346.0,46.598
5.0,347.0,47.68
5.0,348.0,47.732
5.0,349.0,47.732
5.0,350.0,47.754
5.0,351.0,47.729
5.0,352.0,46.431000000000004
5.0,353.0,47.694
5.0,354.0,47.730000000000004
5.0,355.0,47.74
5.0,356.0,46.508
5.0,357.0,47.737
5.0,358.0,47.675000000000004
5.0,359.0,46.876
5.0,360.0,47.746
5.0,361.0,47.74
5.0,362.0,47.735
5.0,363.0,47.683
5.0,364.0,47.67
5.0,365.0,46.509
5.0,366.0,47.731
5.0,367.0,47.734
5.0,368.0,47.736000000000004
5.0,369.0,47.702
5.0,370.0,46.698
5.0,371.0,47.743
5.0,372.0,47.718
5.0,373.0,46.523
5.0,374.0,47.771
5.0,375.0,47.664
5.0,376.0,46.498
5.0,377.0,47.737
5.0,378.0,47.743
5.0,379.0,46.503
5.0,380.0,47.764
5.0,381.0,47.744
5.0,382.0,47.735
5.0,383.0,46.497
5.0,384.0,47.748
5.0,385.0,47.843
5.0,386.0,47.67
5.0,387.0,47.766
5.0,388.0,47.714
5.0,389.0,46.505
5.0,390.0,47.792
5.0,391.0,47.734
5.0,392.0,47.673
5.0,393.0,46.511
5.0,394.0,46.512
5.0,395.0,47.75
5.0,396.0,47.677
5.0,397.0,46.434
5.0,398.0,47.683
5.0,399.0,47.72
5.0,400.0,47.729
5.0,401.0,47.733000000000004
5.0,402.0,47.730000000000004
5.0,403.0,46.433
5.0,404.0,47.713
5.0,405.0,47.730000000000004
5.0,406.0,47.727000000000004
5.0,407.0,46.491
5.0,408.0,47.674
5.0,409.0,47.667
5.0,410.0,46.505
5.0,411.0,47.74
5.0,412.0,47.728
5.0,413.0,46.499
5.0,414.0,47.694
5.0,415.0,47.729
5.0,416.0,47.704
5.0,417.0,46.503
5.0,418.0,47.747
5.0,419.0,47.735
5.0,420.0,46.451
5.0,421.0,47.739000000000004
5.0,422.0,47.746
5.0,423.0,47.719
5.0,424.0,46.5
5.0,425.0,47.692
5.0,426.0,47.673
5.0,427.0,46.506
5.0,428.0,47.78
5.0,429.0,47.728
5.0,430.0,46.512
5.0,431.0,47.733000000000004
5.0,432.0,47.743
5.0,433.0,47.727000000000004
5.0,434.0,46.466
5.0,435.0,47.801
5.0,436.0,47.852000000000004
5.0,437.0,46.439
5.0,438.0,47.745
5.0,439.0,47.723
5.0,440.0,46.502
5.0,441.0,47.747
5.0,442.0,47.679
5.0,443.0,47.736000000000004
5.0,444.0,46.498
5.0,445.0,47.733000000000004
5.0,446.0,47.738
5.0,447.0,46.509
5.0,448.0,47.685
5.0,449.0,47.74
5.0,450.0,47.730000000000004
5.0,451.0,47.744
5.0,452.0,47.761
5.0,453.0,47.733000000000004
5.0,454.0,46.442
5.0,455.0,47.738
5.0,456.0,47.749
5.0,457.0,46.486000000000004
5.0,458.0,47.739000000000004
5.0,459.0,47.683
5.0,460.0,46.651
5.0,461.0,47.726
5.0,462.0,47.743
5.0,463.0,47.737
5.0,464.0,46.507
5.0,465.0,47.683
5.0,466.0,47.735
5.0,467.0,46.504
5.0,468.0,47.743
5.0,469.0,47.733000000000004
5.0,470.0,46.507
5.0,471.0,46.438
5.0,472.0,47.743
5.0,473.0,47.791000000000004
5.0,474.0,46.5
5.0,475.0,47.75
5.0,476.0,47.679
5.0,477.0,47.734
5.0,478.0,46.492000000000004
5.0,479.0,47.735
5.0,480.0,46.478
5.0,481.0,47.786
5.0,482.0,47.673
5.0,483.0,47.738
5.0,484.0,47.723
5.0,485.0,46.509
5.0,486.0,47.748
5.0,487.0,47.767
5.0,488.0,46.499
5.0,489.0,47.714
5.0,490.0,46.497
5.0,491.0,47.748
5.0,492.0,47.722
5.0,493.0,47.663000000000004
5.0,494.0,46.480000000000004
5.0,495.0,46.494
5.0,496.0,47.721000000000004
5.0,497.0,47.734
5.0,498.0,0.429
5.0,499.0,47.689
5.0,500.0,47.732
5.0,501.0,46.514
5.0,502.0,47.74
5.0,503.0,47.736000000000004
5.0,504.0,46.439
5.0,505.0,47.752
5.0,506.0,47.705
5.0,507.0,47.74
5.0,508.0,46.521
5.0,509.0,47.730000000000004
5.0,510.0,47.69
5.0,511.0,46.503
5.0,512.0,47.768
5.0,513.0,47.743
5.0,514.0,47.722
5.0,515.0,47.712
5.0,516.0,47.704
5.0,517.0,47.729
5.0,518.0,46.482
5.0,519.0,47.738
5.0,520.0,47.721000000000004
5.0,521.0,46.435
5.0,522.0,47.732
5.0,523.0,47.730000000000004
5.0,524.0,47.722
5.0,525.0,46.499
5.0,526.0,86399959.164
